#       flow   flowType   src   dst            time         throughput

           0        tcp     5     0         14.7883            2403.85
           0        tcp     5     0         14.8915            2403.85
           0        tcp     5     0         14.9947            2403.85
           0        tcp     5     0         15.0978            2403.85
           0        tcp     5     0          15.201            2403.85
           0        tcp     5     0         15.3042            2403.85
           0        tcp     5     0         15.4073            2403.85
           0        tcp     5     0         15.5105            2403.85
           0        tcp     5     0         15.6137            2403.85
           0        tcp     5     0         15.7168            2403.85
           0        tcp     5     0           15.82            2403.85
           0        tcp     5     0         15.9232            2403.85
           0        tcp     5     0         16.0263            2403.85
           0        tcp     5     0         16.1295            2403.85
           0        tcp     5     0         16.2327            2403.85
           0        tcp     5     0         16.3358            2403.85
           0        tcp     5     0          16.439            2403.85
           0        tcp     5     0         16.5422            2403.85
           0        tcp     5     0         16.6454            2403.85
           0        tcp     5     0         16.7485            2403.85
           0        tcp     5     0         16.8517            2403.85
           0        tcp     5     0         16.9549            2403.85
           0        tcp     5     0          17.058            2403.85
           0        tcp     5     0         17.1612            2403.85
           0        tcp     5     0         17.2644            2403.85
           0        tcp     5     0         17.3675            2403.85
           0        tcp     5     0         17.4707            2403.85
           0        tcp     5     0         17.5739            2403.85
           0        tcp     5     0          17.677            2403.85
           0        tcp     5     0         17.7802            2403.85
           0        tcp     5     0         17.8834            2403.85
           0        tcp     5     0         17.9865            2403.85
           0        tcp     5     0         18.0897            2403.85
           0        tcp     5     0         18.1929            2403.85
           0        tcp     5     0          18.296            2403.85
           0        tcp     5     0         18.3992            2403.85
           0        tcp     5     0         18.5024            2403.85
           0        tcp     5     0         18.6055            2403.85
           0        tcp     5     0         18.7087            2403.85
           0        tcp     5     0         18.8119            2403.85
           0        tcp     5     0          18.915            2403.85
           0        tcp     5     0         19.0182            2403.85
           0        tcp     5     0         19.1214            2403.85
           0        tcp     5     0         19.2246            2403.85
           0        tcp     5     0         19.3277            2403.85
           0        tcp     5     0         19.4309            2403.85
           0        tcp     5     0         19.5341            2403.85
           0        tcp     5     0         19.6372            2403.85
           0        tcp     5     0         19.7404            2403.85
           0        tcp     5     0         19.8436            2403.85
           0        tcp     5     0         19.9467            2403.85
           0        tcp     5     0         20.0499            2403.85
           0        tcp     5     0         20.1531            2403.85
           0        tcp     5     0         20.2562            2403.85
           0        tcp     5     0         20.3594            2403.85
           0        tcp     5     0         20.4626            2403.85
           0        tcp     5     0         20.5657            2403.85
           0        tcp     5     0         20.6689            2403.85
           0        tcp     5     0         20.7721            2403.85
           0        tcp     5     0         20.8752            2403.85
           0        tcp     5     0         20.9784            2403.85
           0        tcp     5     0         21.0816            2403.85
           0        tcp     5     0         21.1847            2403.85
           0        tcp     5     0         21.2879            2403.85
           0        tcp     5     0         21.3911            2403.85
           0        tcp     5     0         21.4942            2403.85
           0        tcp     5     0         21.5974            2403.85
           0        tcp     5     0         21.7006            2403.85
           0        tcp     5     0         21.8038            2403.85
           0        tcp     5     0         21.9069            2403.85
           0        tcp     5     0         22.0101            2403.85
           0        tcp     5     0         22.1133            2403.85
           0        tcp     5     0         22.2164            2403.85
           0        tcp     5     0         22.3196            2403.85
           0        tcp     5     0         22.4228            2403.85
           0        tcp     5     0         22.5259            2403.85
           0        tcp     5     0         22.6291            2403.85
           0        tcp     5     0         22.7323            2403.85
           0        tcp     5     0         22.8354            2403.85
           0        tcp     5     0         22.9386            2403.85
           0        tcp     5     0         23.0418            2403.85
           0        tcp     5     0         23.1449            2403.85
           0        tcp     5     0         23.2481            2403.85
           0        tcp     5     0         23.3513            2403.85
           0        tcp     5     0         23.4544            2403.85
           0        tcp     5     0         23.5576            2403.85
           0        tcp     5     0         23.6608            2403.85
           0        tcp     5     0         23.7639            2403.85
           0        tcp     5     0         23.8671            2403.85
           0        tcp     5     0         23.9703            2403.85
           0        tcp     5     0         24.0734            2403.85
           0        tcp     5     0         24.1766            2403.85
           0        tcp     5     0         24.2798            2403.85
           0        tcp     5     0          24.383            2403.85
           0        tcp     5     0         24.4861            2403.85
           0        tcp     5     0         24.5893            2403.85
           0        tcp     5     0         24.6925            2403.85
           0        tcp     5     0         24.7956            2403.85
           0        tcp     5     0         24.8988            2403.85
           0        tcp     5     0          25.002            2403.85
           0        tcp     5     0         25.1048            1711.88
           0        tcp     5     0         25.3424            370.305
           0        tcp     5     0         25.5286            128.882
           0        tcp     5     0         25.6328            460.644
           0        tcp     5     0          25.737            690.966
           0        tcp     5     0         26.1481            116.762
           0        tcp     5     0         26.3343            128.882
           0        tcp     5     0         26.4385            460.644
           0        tcp     5     0         26.5428            460.644
           0        tcp     5     0         26.7068            341.401
           0        tcp     5     0          26.811            690.966
           0        tcp     5     0         26.9152             767.74
           0        tcp     5     0         27.0194            844.514
           0        tcp     5     0         27.1236            921.287
           0        tcp     5     0         27.2278            998.061
           0        tcp     5     0         27.3585            795.411
           0        tcp     5     0         27.4627            1151.61
           0        tcp     5     0         27.5669            1228.38
           0        tcp     5     0         27.6711            1305.16
           0        tcp     5     0         27.7753            1381.93
           0        tcp     5     0         27.8807            1442.32
           0        tcp     5     0         27.9861             1442.3
           0        tcp     5     0         28.0915             1442.3
           0        tcp     5     0         28.1969            1442.32
           0        tcp     5     0         28.3023             1442.3
           0        tcp     5     0         28.4065            921.287
           0        tcp     5     0         28.5107            998.061
           0        tcp     5     0         28.6149            1074.84
           0        tcp     5     0         28.7191            1151.61
           0        tcp     5     0         28.8233            1151.62
           0        tcp     5     0         28.9275            1228.38
           0        tcp     5     0         29.0317            1305.16
           0        tcp     5     0         29.1359            1381.93
           0        tcp     5     0         29.2413             1442.3
           0        tcp     5     0         29.3467             1442.3
           0        tcp     5     0         29.4521            1442.32
           0        tcp     5     0         29.5574             1442.3
           0        tcp     5     0         29.6838            1012.75
           0        tcp     5     0          29.788            998.061
           0        tcp     5     0         29.8922            1074.84
           0        tcp     5     0         29.9964            1151.61
           0        tcp     5     0         30.1006            1151.61
           0        tcp     5     0         30.2048            1228.38
           0        tcp     5     0          30.309            1305.16
           0        tcp     5     0         30.4132            1381.93
           0        tcp     5     0         30.5186            1442.32
           0        tcp     5     0          30.624             1442.3
           0        tcp     5     0         30.7294             1442.3
           0        tcp     5     0         30.8348            1442.32
           0        tcp     5     0         30.9778            1062.72
           0        tcp     5     0          31.082            998.061
           0        tcp     5     0         31.1862            1074.84
           0        tcp     5     0         31.2904            1151.61
           0        tcp     5     0         31.3946            1151.61
           0        tcp     5     0         31.4988            1228.38
           0        tcp     5     0          31.603            1305.17
           0        tcp     5     0         31.7072            1381.93
           0        tcp     5     0         31.8126             1442.3
           0        tcp     5     0          31.918             1442.3
           0        tcp     5     0         32.0234            1442.32
           0        tcp     5     0         32.1288             1442.3
           0        tcp     5     0         32.2718            1062.72
           0        tcp     5     0          32.376            998.071
           0        tcp     5     0         32.4802            1074.84
           0        tcp     5     0         32.5844            1151.61
           0        tcp     5     0         32.6886            1151.61
           0        tcp     5     0         32.7928            1228.38
           0        tcp     5     0          32.897            1305.16
           0        tcp     5     0         33.0012            1381.93
           0        tcp     5     0         33.1066             1442.3
           0        tcp     5     0          33.212            1442.32
           0        tcp     5     0         33.3174             1442.3
           0        tcp     5     0         33.4228             1442.3
           0        tcp     5     0         33.5658            1062.73
           0        tcp     5     0           33.67            998.061
           0        tcp     5     0         33.7742            1074.84
           0        tcp     5     0         33.8784            1151.61
           0        tcp     5     0         33.9826            1151.61
           0        tcp     5     0         34.0868            1228.38
           0        tcp     5     0          34.191            1305.16
           0        tcp     5     0         34.2952            1381.94
           0        tcp     5     0         34.4006             1442.3
           0        tcp     5     0          34.506             1442.3
           0        tcp     5     0         34.6114            1442.32
           0        tcp     5     0         34.7168             1442.3
           0        tcp     5     0         34.8598            1062.72
           0        tcp     5     0          34.964            998.061
           0        tcp     5     0         35.0682            1074.84
           0        tcp     5     0         35.1724            1151.62
           0        tcp     5     0         35.2766            1151.61
           0        tcp     5     0         35.3808            1228.38
           0        tcp     5     0          35.485            1305.16
           0        tcp     5     0         35.5892            1381.93
           0        tcp     5     0         35.6946             1442.3
           0        tcp     5     0            35.8            1442.32
           0        tcp     5     0         35.9054             1442.3
           0        tcp     5     0         36.0107             1442.3
           0        tcp     5     0         36.1538            1062.73
           0        tcp     5     0          36.258            998.061
           0        tcp     5     0         36.3622            1074.84
           0        tcp     5     0         36.4664            1151.61
           0        tcp     5     0         36.5706            1151.61
           0        tcp     5     0         36.6748            1228.38
           0        tcp     5     0          36.779            1305.16
           0        tcp     5     0         36.8832            1381.93
           0        tcp     5     0         36.9886            1442.32
           0        tcp     5     0          37.094             1442.3
           0        tcp     5     0         37.1993             1442.3
           0        tcp     5     0         37.3047            1442.32
           0        tcp     5     0         37.4478            1062.72
           0        tcp     5     0          37.552            998.061
           0        tcp     5     0         37.6562            1074.84
           0        tcp     5     0         37.7604            1151.61
           0        tcp     5     0         37.8646            1151.62
           0        tcp     5     0         37.9688            1228.38
           0        tcp     5     0          38.073            1305.16
           0        tcp     5     0         38.1772            1381.93
           0        tcp     5     0         38.2826             1442.3
           0        tcp     5     0         38.3879             1442.3
           0        tcp     5     0         38.4933            1442.32
           0        tcp     5     0         38.5987             1442.3
           0        tcp     5     0         38.7418            1062.73
           0        tcp     5     0          38.846            998.061
           0        tcp     5     0         38.9502            1074.84
           0        tcp     5     0         39.0544            1151.61
           0        tcp     5     0         39.1586            1151.61
           0        tcp     5     0         39.2628            1228.38
           0        tcp     5     0          39.367            1305.16
           0        tcp     5     0         39.4712            1381.93
           0        tcp     5     0         39.5766            1442.32
           0        tcp     5     0         39.6819             1442.3
           0        tcp     5     0         39.7873             1442.3
           0        tcp     5     0         39.8927            1442.32
           0        tcp     5     0         40.0357            1062.72
           0        tcp     5     0         40.1399            998.061
           0        tcp     5     0         40.2441            1074.84
           0        tcp     5     0         40.3483            1151.61
           0        tcp     5     0         40.4525            1151.61
           0        tcp     5     0         40.5568            1228.38
           0        tcp     5     0          40.661            1305.17
           0        tcp     5     0         40.7652            1381.93
           0        tcp     5     0         40.8705             1442.3
           0        tcp     5     0         40.9759             1442.3
           0        tcp     5     0         41.0813            1442.32
           0        tcp     5     0         41.1867             1442.3
           0        tcp     5     0         41.3297            1062.72
           0        tcp     5     0         41.4339            998.071
           0        tcp     5     0         41.5381            1074.84
           0        tcp     5     0         41.6423            1151.61
           0        tcp     5     0         41.7465            1151.61
           0        tcp     5     0         41.8507            1228.38
           0        tcp     5     0         41.9549            1305.16
           0        tcp     5     0         42.0591            1381.93
           0        tcp     5     0         42.1645             1442.3
           0        tcp     5     0         42.2699            1442.32
           0        tcp     5     0         42.3753             1442.3
           0        tcp     5     0         42.4807             1442.3
           0        tcp     5     0         42.6237            1062.73
           0        tcp     5     0         42.7279            998.061
           0        tcp     5     0         42.8321            1074.84
           0        tcp     5     0         42.9363            1151.61
           0        tcp     5     0         43.0405            1151.61
           0        tcp     5     0         43.1447            1228.38
           0        tcp     5     0         43.2489            1305.16
           0        tcp     5     0         43.3531            1381.94
           0        tcp     5     0         43.4585             1442.3
           0        tcp     5     0         43.5639             1442.3
           0        tcp     5     0         43.6693            1442.32
           0        tcp     5     0         43.7747             1442.3
           0        tcp     5     0         43.9177            1062.72
           0        tcp     5     0         44.0219            998.061
           0        tcp     5     0         44.1261            1074.84
           0        tcp     5     0         44.2303            1151.62
           0        tcp     5     0         44.3345            1151.61
           0        tcp     5     0         44.4387            1228.38
           0        tcp     5     0         44.5429            1305.16
           0        tcp     5     0         44.6471            1381.93
           0        tcp     5     0         44.7525             1442.3
           0        tcp     5     0         44.8579            1442.32
           0        tcp     5     0         44.9633             1442.3
           0        tcp     5     0         45.0646            1499.47
           0        tcp     5     0         45.1664            1257.65
           0        tcp     5     0         45.2697            542.074
           0        tcp     5     0          45.373            619.519
           0        tcp     5     0         45.4874            769.231
           0        tcp     5     0         45.6074            867.057
           0        tcp     5     0         45.7273             867.05
           0        tcp     5     0         45.8473            933.754
           0        tcp     5     0         45.9672            1000.44
           0        tcp     5     0         46.0872            1067.15
           0        tcp     5     0         46.2071            1133.84
           0        tcp     5     0         46.3271            1200.53
           0        tcp     5     0          46.447            1267.24
           0        tcp     5     0          46.567            1333.93
           0        tcp     5     0         46.6869            1400.62
           0        tcp     5     0         46.8068            1467.33
           0        tcp     5     0         46.9268            1534.01
           0        tcp     5     0         47.0467            1600.72
           0        tcp     5     0         47.1667            1667.42
           0        tcp     5     0         47.2866             1734.1
           0        tcp     5     0         47.4066            1800.81
           0        tcp     5     0         47.5265            1867.49
           0        tcp     5     0         47.6465             1934.2
           0        tcp     5     0         47.7664             2000.9
           0        tcp     5     0         47.8864            2067.58
           0        tcp     5     0         47.9895            2403.85
           0        tcp     5     0         48.0928            2090.88
           0        tcp     5     0         48.1961            2168.29
           0        tcp     5     0         48.2995            2245.76
           0        tcp     5     0         48.4028             2323.2
           0        tcp     5     0         48.5061            2400.61
           0        tcp     5     0         48.6092            2403.85
           0        tcp     5     0         48.7124            2403.85
           0        tcp     5     0         48.8156            2403.85
           0        tcp     5     0         48.9187            2403.85
           0        tcp     5     0         49.0219            2403.85
           0        tcp     5     0         49.1251            2403.85
           0        tcp     5     0         49.2282            2403.85
           0        tcp     5     0         49.3314            2403.85
           0        tcp     5     0         49.4346            2403.85
           0        tcp     5     0         49.5377            2403.85
           0        tcp     5     0         49.6409            2403.85
           0        tcp     5     0         49.7441            2403.85
           0        tcp     5     0         49.8473            2403.85
           0        tcp     5     0         49.9504            2403.85
           0        tcp     5     0         50.0536            2403.85
           0        tcp     5     0         50.1568            2403.85
           0        tcp     5     0         50.2599            2403.85
           0        tcp     5     0         50.3631            2403.85
           0        tcp     5     0         50.4663            2403.85
           0        tcp     5     0         50.5694            2403.85
           0        tcp     5     0         50.6726            2403.85
           0        tcp     5     0         50.7758            2403.85
           0        tcp     5     0         50.8789            2403.85
           0        tcp     5     0         50.9821            2403.85
           0        tcp     5     0         51.0853            2403.85
           0        tcp     5     0         51.1884            2403.85
           0        tcp     5     0         51.2916            2403.85
           0        tcp     5     0         51.3948            2403.85
           0        tcp     5     0         51.4979            2403.85
           0        tcp     5     0         51.6011            2403.85
           0        tcp     5     0         51.7043            2403.85
           0        tcp     5     0         51.8074            2403.85
           0        tcp     5     0         51.9106            2403.85
           0        tcp     5     0         52.0138            2403.85
           0        tcp     5     0         52.1169            2403.85
           0        tcp     5     0         52.2201            2403.85
           0        tcp     5     0         52.3233            2403.85
           0        tcp     5     0         52.4265            2403.85
           0        tcp     5     0         52.5296            2403.85
           0        tcp     5     0         52.6328            2403.85
           0        tcp     5     0          52.736            2403.85
           0        tcp     5     0         52.8391            2403.85
           0        tcp     5     0         52.9423            2403.85
           0        tcp     5     0         53.0455            2403.85
           0        tcp     5     0         53.1486            2403.85
           0        tcp     5     0         53.2518            2403.85
           0        tcp     5     0          53.355            2403.85
           0        tcp     5     0         53.4581            2403.85
           0        tcp     5     0         53.5613            2403.85
           0        tcp     5     0         53.6645            2403.85
           0        tcp     5     0         53.7676            2403.85
           0        tcp     5     0         53.8708            2403.85
           0        tcp     5     0          53.974            2403.85
           0        tcp     5     0         54.0771            2403.85
           0        tcp     5     0         54.1803            2403.85
           0        tcp     5     0         54.2835            2403.85
           0        tcp     5     0         54.3866            2403.85
           0        tcp     5     0         54.4898            2403.85
           0        tcp     5     0          54.593            2403.85
           0        tcp     5     0         54.6961            2403.85
           0        tcp     5     0         54.7993            2403.85
           0        tcp     5     0         54.9025            2403.85
           0        tcp     5     0         55.0057            2403.85
           0        tcp     5     0         55.1088            2403.85
           0        tcp     5     0          55.212            2403.85
           0        tcp     5     0         55.3152            2403.85
           0        tcp     5     0         55.4183            2403.85
           0        tcp     5     0         55.5215            2403.85
           0        tcp     5     0         55.6247            2403.85
           0        tcp     5     0         55.7278            2403.85
           0        tcp     5     0          55.831            2403.85
           0        tcp     5     0         55.9342            2403.85
           0        tcp     5     0         56.0373            2403.85
           0        tcp     5     0         56.1405            2403.85
           0        tcp     5     0         56.2437            2403.85
           0        tcp     5     0         56.3468            2403.85
           0        tcp     5     0           56.45            2403.85
           0        tcp     5     0         56.5532            2403.85
           0        tcp     5     0         56.6563            2403.85
           0        tcp     5     0         56.7595            2403.85
           0        tcp     5     0         56.8627            2403.85
           0        tcp     5     0         56.9658            2403.85
           0        tcp     5     0          57.069            2403.85
           0        tcp     5     0         57.1722            2403.85
           0        tcp     5     0         57.2753            2403.85
           0        tcp     5     0         57.3785            2403.85
           0        tcp     5     0         57.4817            2403.85
           0        tcp     5     0         57.5849            2403.85
           0        tcp     5     0          57.688            2403.85
           0        tcp     5     0         57.7912            2403.85
           0        tcp     5     0         57.8944            2403.85
           0        tcp     5     0         57.9975            2403.85
           0        tcp     5     0         58.1007            2403.85
           0        tcp     5     0         58.2039            2403.85
           0        tcp     5     0          58.307            2403.85
           0        tcp     5     0         58.4102            2403.85
           0        tcp     5     0         58.5134            2403.85
           0        tcp     5     0         58.6165            2403.85
           0        tcp     5     0         58.7197            2403.85
           0        tcp     5     0         58.8229            2403.85
           0        tcp     5     0          58.926            2403.85
           0        tcp     5     0         59.0292            2403.85
           0        tcp     5     0         59.1324            2403.85
           0        tcp     5     0         59.2355            2403.85
           0        tcp     5     0         59.3387            2403.85
           0        tcp     5     0         59.4419            2403.85
           0        tcp     5     0          59.545            2403.85
           0        tcp     5     0         59.6482            2403.85
           0        tcp     5     0         59.7514            2403.85
           0        tcp     5     0         59.8545            2403.85
           0        tcp     5     0         59.9577            2403.85


